"","response","workerID","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"59",1,9,"fan","furniture","predicate1","new",1,"age"
"60",0,9,"tomato","food","predicate1","blue",0,"color"
"61",1,9,"fan","furniture","predicate1","broken",1,"quality"
"62",1,9,"desk","furniture","predicate1","blue",1,"color"
"63",1,9,"tomato","food","predicate1","tiny",1,"size"
"64",1,9,"cheese","food","predicate1","big",1,"size"
"65",1,9,"tomato","food","predicate1","fresh",1,"age"
"66",0,9,"TV","furniture","predicate1","green",0,"color"
"67",1,9,"carrot","food","predicate1","good",1,"quality"
"68",0,9,"carrot","food","predicate1","soft",0,"texture"
"69",0,9,"apple","food","predicate1","blue",0,"color"
"70",1,9,"fan","furniture","predicate1","good",1,"quality"
"71",1,9,"desk","furniture","predicate1","small",1,"size"
"72",0,9,"cheese","food","predicate1","good",0,"quality"
"73",0,9,"desk","furniture","predicate1","blue",0,"color"
"74",1,9,"banana","food","predicate1","good",1,"quality"
"75",1,9,"couch","furniture","predicate1","smooth",1,"texture"
"76",1,9,"couch","furniture","predicate1","plastic",1,"material"
"77",1,9,"banana","food","predicate1","old",1,"age"
"78",0,9,"cheese","food","predicate1","new",0,"age"
"79",1,10,"desk","furniture","predicate1","long",1,"size"
"80",1,10,"cheese","food","predicate1","smooth",1,"texture"
"81",0,10,"cheese","food","predicate1","green",0,"color"
"82",0.98,10,"desk","furniture","predicate1","good",0.98,"quality"
"83",0.97,10,"banana","food","predicate1","broken",0.97,"quality"
"84",0,10,"chair","furniture","predicate1","round",0,"shape"
"85",1,10,"desk","furniture","predicate1","square",1,"shape"
"86",1,10,"apple","food","predicate1","smooth",1,"texture"
"87",0.01,10,"fan","furniture","predicate1","soft",0.01,"texture"
"88",0,10,"couch","furniture","predicate1","brown",0,"color"
"89",0.01,10,"apple","food","predicate1","old",0.01,"age"
"90",0.99,10,"desk","furniture","predicate1","hard",0.99,"texture"
"91",0.99,10,"tomato","food","predicate1","brown",0.99,"color"
"92",0.99,10,"chair","furniture","predicate1","purple",0.99,"color"
"93",0.97,10,"cheese","food","predicate1","small",0.97,"size"
"94",0.05,10,"cheese","food","predicate1","broken",0.05,"quality"
"95",0.02,10,"chair","furniture","predicate1","purple",0.02,"color"
"96",0,10,"chair","furniture","predicate1","yellow",0,"color"
"97",0.98,10,"chair","furniture","predicate1","red",0.98,"color"
"98",0,10,"chair","furniture","predicate1","old",0,"age"
"99",0.95,10,"banana","food","predicate1","hard",0.95,"texture"
"100",0.99,10,"carrot","food","predicate1","good",0.99,"quality"
"101",0.99,10,"cheese","food","predicate1","wooden",0.99,"material"
"102",0.98,10,"carrot","food","predicate1","old",0.98,"age"
"103",0,10,"carrot","food","predicate1","good",0,"quality"
"104",0.97,10,"fan","furniture","predicate1","red",0.97,"color"
"105",0.94,11,"tomato","food","predicate1","small",0.94,"size"
"106",0.01,11,"fan","furniture","predicate1","blue",0.01,"color"
"107",0.97,11,"chair","furniture","predicate1","old",0.97,"age"
"108",0.96,11,"chair","furniture","predicate1","small",0.96,"size"
"109",0.02,11,"TV","furniture","predicate1","broken",0.02,"quality"
"110",0.02,11,"apple","food","predicate1","green",0.02,"color"
"111",0.96,11,"banana","food","predicate1","fresh",0.96,"age"
"112",0.02,11,"chair","furniture","predicate1","plastic",0.02,"material"
"113",0.96,11,"desk","furniture","predicate1","plastic",0.96,"material"
"114",0.01,11,"tomato","food","predicate1","yellow",0.01,"color"
"115",0.98,11,"chair","furniture","predicate1","fresh",0.98,"age"
"116",0.96,11,"tomato","food","predicate1","broken",0.96,"quality"
"117",0.98,11,"banana","food","predicate1","new",0.98,"age"
"118",0.02,11,"couch","furniture","predicate1","red",0.02,"color"
"119",0.95,11,"fan","furniture","predicate1","short",0.95,"size"
"120",0.97,11,"cheese","food","predicate1","fresh",0.97,"age"
"121",0.03,11,"banana","food","predicate1","smooth",0.03,"texture"
"122",0.97,11,"carrot","food","predicate1","red",0.97,"color"
"123",0.94,11,"TV","furniture","predicate1","tiny",0.94,"size"
"124",0,11,"chair","furniture","predicate1","round",0,"shape"
"125",0.01,11,"desk","furniture","predicate1","purple",0.01,"color"
"126",0.01,11,"banana","food","predicate1","round",0.01,"shape"
"127",0.95,11,"desk","furniture","predicate1","fresh",0.95,"age"
"128",0,11,"banana","food","predicate1","purple",0,"color"
"129",0.97,11,"cheese","food","predicate1","hard",0.97,"texture"
"130",0.01,11,"tomato","food","predicate1","blue",0.01,"color"
"131",0.97,12,"chair","furniture","predicate1","fresh",0.97,"age"
"132",0.89,12,"desk","furniture","predicate1","fresh",0.89,"age"
"133",0.84,12,"desk","furniture","predicate1","smooth",0.84,"texture"
"134",0.82,12,"chair","furniture","predicate1","new",0.82,"age"
"135",0.13,12,"fan","furniture","predicate1","red",0.13,"color"
"136",0.85,12,"cheese","food","predicate1","square",0.85,"shape"
"137",0.87,12,"desk","furniture","predicate1","long",0.87,"size"
"138",0.84,12,"chair","furniture","predicate1","good",0.84,"quality"
"139",0.15,12,"chair","furniture","predicate1","brown",0.15,"color"
"140",0.89,12,"apple","food","predicate1","tiny",0.89,"size"
"141",0.89,12,"apple","food","predicate1","old",0.89,"age"
"142",0.87,12,"fan","furniture","predicate1","brown",0.87,"color"
"143",0.1,12,"tomato","food","predicate1","green",0.1,"color"
"144",0.08,12,"banana","food","predicate1","rotten",0.08,"age"
"145",0.89,12,"apple","food","predicate1","broken",0.89,"quality"
"146",0.07,12,"chair","furniture","predicate1","square",0.07,"shape"
"147",0.86,12,"cheese","food","predicate1","hard",0.86,"texture"
"148",0.06,12,"TV","furniture","predicate1","metal",0.06,"material"
"149",0.08,12,"tomato","food","predicate1","square",0.08,"shape"
"150",0.89,12,"tomato","food","predicate1","good",0.89,"quality"
"151",0.06,12,"TV","furniture","predicate1","soft",0.06,"texture"
"152",0.93,12,"apple","food","predicate1","square",0.93,"shape"
"153",0.05,12,"couch","furniture","predicate1","red",0.05,"color"
"154",0.9,12,"couch","furniture","predicate1","good",0.9,"quality"
"155",0.07,12,"banana","food","predicate1","red",0.07,"color"
"156",0.06,12,"couch","furniture","predicate1","round",0.06,"shape"
"157",0,13,"chair","furniture","predicate1","smooth",0,"texture"
"158",0,13,"fan","furniture","predicate1","wooden",0,"material"
"159",0,13,"cheese","food","predicate1","broken",0,"quality"
"160",1,13,"fan","furniture","predicate1","green",1,"color"
"161",0,13,"couch","furniture","predicate1","red",0,"color"
"162",1,13,"desk","furniture","predicate1","good",1,"quality"
"163",0,13,"couch","furniture","predicate1","square",0,"shape"
"164",0,13,"banana","food","predicate1","blue",0,"color"
"165",1,13,"cheese","food","predicate1","soft",1,"texture"
"166",0,13,"fan","furniture","predicate1","round",0,"shape"
"167",0,13,"carrot","food","predicate1","good",0,"quality"
"168",0,13,"cheese","food","predicate1","brown",0,"color"
"169",1,13,"fan","furniture","predicate1","green",1,"color"
"170",0,13,"banana","food","predicate1","rotten",0,"age"
"171",1,13,"chair","furniture","predicate1","new",1,"age"
"172",0,13,"tomato","food","predicate1","wooden",0,"material"
"173",0,13,"desk","furniture","predicate1","purple",0,"color"
"174",0,13,"couch","furniture","predicate1","blue",0,"color"
"175",0.04,13,"apple","food","predicate1","blue",0.04,"color"
"176",0,13,"TV","furniture","predicate1","small",0,"size"
"177",0,13,"chair","furniture","predicate1","hard",0,"texture"
"178",1,13,"apple","food","predicate1","fresh",1,"age"
"179",0,13,"cheese","food","predicate1","hard",0,"texture"
"180",0,13,"banana","food","predicate1","old",0,"age"
"181",0,13,"carrot","food","predicate1","plastic",0,"material"
"182",0,13,"couch","furniture","predicate1","short",0,"size"
"183",1,14,"banana","food","predicate1","metal",1,"material"
"184",0,14,"banana","food","predicate1","red",0,"color"
"185",1,14,"tomato","food","predicate1","fresh",1,"age"
"186",1,14,"desk","furniture","predicate1","brown",1,"color"
"187",1,14,"TV","furniture","predicate1","new",1,"age"
"188",0,14,"banana","food","predicate1","old",0,"age"
"189",0,14,"fan","furniture","predicate1","broken",0,"quality"
"190",1,14,"TV","furniture","predicate1","wooden",1,"material"
"191",0,14,"couch","furniture","predicate1","broken",0,"quality"
"192",1,14,"tomato","food","predicate1","square",1,"shape"
"193",1,14,"tomato","food","predicate1","soft",1,"texture"
"194",1,14,"apple","food","predicate1","red",1,"color"
"195",1,14,"couch","furniture","predicate1","new",1,"age"
"196",1,14,"carrot","food","predicate1","good",1,"quality"
"197",1,14,"apple","food","predicate1","wooden",1,"material"
"198",1,14,"banana","food","predicate1","good",1,"quality"
"199",0.03,14,"fan","furniture","predicate1","short",0.03,"size"
"200",0.96,14,"cheese","food","predicate1","fresh",0.96,"age"
"201",0,14,"banana","food","predicate1","plastic",0,"material"
"202",1,14,"desk","furniture","predicate1","hard",1,"texture"
"203",0,14,"apple","food","predicate1","round",0,"shape"
"204",1,14,"fan","furniture","predicate1","wooden",1,"material"
"205",1,14,"desk","furniture","predicate1","square",1,"shape"
"206",0,14,"tomato","food","predicate1","round",0,"shape"
"207",0,14,"couch","furniture","predicate1","rotten",0,"age"
"208",0,14,"fan","furniture","predicate1","wooden",0,"material"
"209",0.03,15,"chair","furniture","predicate1","wooden",0.03,"material"
"210",1,15,"apple","food","predicate1","short",1,"size"
"211",1,15,"chair","furniture","predicate1","new",1,"age"
"212",1,15,"tomato","food","predicate1","purple",1,"color"
"213",1,15,"cheese","food","predicate1","soft",1,"texture"
"214",1,15,"fan","furniture","predicate1","broken",1,"quality"
"215",1,15,"TV","furniture","predicate1","green",1,"color"
"216",1,15,"chair","furniture","predicate1","old",1,"age"
"217",1,15,"apple","food","predicate1","new",1,"age"
"218",1,15,"banana","food","predicate1","round",1,"shape"
"219",1,15,"apple","food","predicate1","new",1,"age"
"220",1,15,"cheese","food","predicate1","long",1,"size"
"221",0,15,"desk","furniture","predicate1","metal",0,"material"
"222",0,15,"fan","furniture","predicate1","long",0,"size"
"223",1,15,"carrot","food","predicate1","smooth",1,"texture"
"224",1,15,"tomato","food","predicate1","blue",1,"color"
"225",0,15,"chair","furniture","predicate1","long",0,"size"
"226",1,15,"carrot","food","predicate1","big",1,"size"
"227",1,15,"couch","furniture","predicate1","good",1,"quality"
"228",1,15,"couch","furniture","predicate1","good",1,"quality"
"229",0,15,"cheese","food","predicate1","square",0,"shape"
"230",1,15,"chair","furniture","predicate1","long",1,"size"
"231",0,15,"fan","furniture","predicate1","purple",0,"color"
"232",0,15,"TV","furniture","predicate1","rotten",0,"age"
"233",1,15,"cheese","food","predicate1","broken",1,"quality"
"234",1,15,"tomato","food","predicate1","brown",1,"color"
"235",1,16,"desk","furniture","predicate1","blue",1,"color"
"236",1,16,"cheese","food","predicate1","plastic",1,"material"
"237",0.97,16,"cheese","food","predicate1","small",0.97,"size"
"238",0.04,16,"carrot","food","predicate1","red",0.04,"color"
"239",0.03,16,"apple","food","predicate1","broken",0.03,"quality"
"240",0.95,16,"cheese","food","predicate1","small",0.95,"size"
"241",0.94,16,"carrot","food","predicate1","tiny",0.94,"size"
"242",0.98,16,"chair","furniture","predicate1","broken",0.98,"quality"
"243",0.04,16,"carrot","food","predicate1","green",0.04,"color"
"244",0.97,16,"couch","furniture","predicate1","broken",0.97,"quality"
"245",0.04,16,"fan","furniture","predicate1","plastic",0.04,"material"
"246",0.97,16,"apple","food","predicate1","short",0.97,"size"
"247",0.96,16,"TV","furniture","predicate1","good",0.96,"quality"
"248",0.95,16,"couch","furniture","predicate1","blue",0.95,"color"
"249",0.94,16,"banana","food","predicate1","hard",0.94,"texture"
"250",0.03,16,"carrot","food","predicate1","smooth",0.03,"texture"
"251",0.03,16,"carrot","food","predicate1","square",0.03,"shape"
"252",0.95,16,"tomato","food","predicate1","square",0.95,"shape"
"253",0.05,16,"tomato","food","predicate1","broken",0.05,"quality"
"254",0.93,16,"chair","furniture","predicate1","plastic",0.93,"material"
"255",0.07,16,"chair","furniture","predicate1","soft",0.07,"texture"
"256",0.96,16,"chair","furniture","predicate1","rotten",0.96,"age"
"257",0.96,16,"apple","food","predicate1","tiny",0.96,"size"
"258",0.96,16,"fan","furniture","predicate1","good",0.96,"quality"
"259",0.02,16,"fan","furniture","predicate1","good",0.02,"quality"
"260",0.95,16,"couch","furniture","predicate1","short",0.95,"size"
"261",0,17,"desk","furniture","predicate1","smooth",0,"texture"
"262",1,17,"carrot","food","predicate1","rotten",1,"age"
"263",0.03,17,"TV","furniture","predicate1","hard",0.03,"texture"
"264",0.05,17,"TV","furniture","predicate1","square",0.05,"shape"
"265",1,17,"carrot","food","predicate1","rotten",1,"age"
"266",0.74,17,"couch","furniture","predicate1","broken",0.74,"quality"
"267",0,17,"fan","furniture","predicate1","smooth",0,"texture"
"268",0.43,17,"tomato","food","predicate1","metal",0.43,"material"
"269",1,17,"chair","furniture","predicate1","small",1,"size"
"270",0.97,17,"fan","furniture","predicate1","yellow",0.97,"color"
"271",0.9,17,"couch","furniture","predicate1","wooden",0.9,"material"
"272",0.52,17,"banana","food","predicate1","plastic",0.52,"material"
"273",0.25,17,"fan","furniture","predicate1","green",0.25,"color"
"274",0.88,17,"tomato","food","predicate1","short",0.88,"size"
"275",1,17,"apple","food","predicate1","hard",1,"texture"
"276",1,17,"fan","furniture","predicate1","old",1,"age"
"277",0.02,17,"fan","furniture","predicate1","rotten",0.02,"age"
"278",0.15,17,"tomato","food","predicate1","old",0.15,"age"
"279",0.86,17,"desk","furniture","predicate1","new",0.86,"age"
"280",0.82,17,"tomato","food","predicate1","smooth",0.82,"texture"
"281",0.07,17,"desk","furniture","predicate1","brown",0.07,"color"
"282",0.94,17,"fan","furniture","predicate1","broken",0.94,"quality"
"283",0.15,17,"fan","furniture","predicate1","short",0.15,"size"
"284",0.87,17,"desk","furniture","predicate1","new",0.87,"age"
"285",0.16,17,"carrot","food","predicate1","red",0.16,"color"
"286",0.87,17,"apple","food","predicate1","old",0.87,"age"
"287",0.24,18,"chair","furniture","predicate1","yellow",0.24,"color"
"288",0.24,18,"tomato","food","predicate1","tiny",0.24,"size"
"289",0.22,18,"apple","food","predicate1","tiny",0.22,"size"
"290",0.21,18,"fan","furniture","predicate1","yellow",0.21,"color"
"291",0.2,18,"tomato","food","predicate1","wooden",0.2,"material"
"292",0.15,18,"carrot","food","predicate1","plastic",0.15,"material"
"293",0.82,18,"couch","furniture","predicate1","big",0.82,"size"
"294",0.16,18,"TV","furniture","predicate1","tiny",0.16,"size"
"295",0.16,18,"apple","food","predicate1","new",0.16,"age"
"296",0.9,18,"tomato","food","predicate1","short",0.9,"size"
"297",0.84,18,"apple","food","predicate1","rotten",0.84,"age"
"298",0.82,18,"desk","furniture","predicate1","purple",0.82,"color"
"299",0.87,18,"cheese","food","predicate1","good",0.87,"quality"
"300",0.11,18,"apple","food","predicate1","purple",0.11,"color"
"301",0.16,18,"TV","furniture","predicate1","red",0.16,"color"
"302",0.14,18,"cheese","food","predicate1","new",0.14,"age"
"303",0.88,18,"couch","furniture","predicate1","long",0.88,"size"
"304",0.88,18,"tomato","food","predicate1","round",0.88,"shape"
"305",0.11,18,"carrot","food","predicate1","yellow",0.11,"color"
"306",0.87,18,"desk","furniture","predicate1","round",0.87,"shape"
"307",0.12,18,"carrot","food","predicate1","broken",0.12,"quality"
"308",0.1,18,"TV","furniture","predicate1","big",0.1,"size"
"309",0.11,18,"cheese","food","predicate1","red",0.11,"color"
"310",0.11,18,"carrot","food","predicate1","wooden",0.11,"material"
"311",0.91,18,"TV","furniture","predicate1","tiny",0.91,"size"
"312",0.87,18,"apple","food","predicate1","new",0.87,"age"
"313",0.15,19,"fan","furniture","predicate1","green",0.15,"color"
"314",0.08,19,"desk","furniture","predicate1","smooth",0.08,"texture"
"315",0.84,19,"chair","furniture","predicate1","metal",0.84,"material"
"316",0.18,19,"carrot","food","predicate1","blue",0.18,"color"
"317",0.85,19,"chair","furniture","predicate1","metal",0.85,"material"
"318",0.8,19,"apple","food","predicate1","yellow",0.8,"color"
"319",0.16,19,"couch","furniture","predicate1","square",0.16,"shape"
"320",0.61,19,"fan","furniture","predicate1","big",0.61,"size"
"321",0.09,19,"banana","food","predicate1","purple",0.09,"color"
"322",0.92,19,"fan","furniture","predicate1","long",0.92,"size"
"323",0.92,19,"chair","furniture","predicate1","good",0.92,"quality"
"324",0.15,19,"cheese","food","predicate1","plastic",0.15,"material"
"325",0.56,19,"couch","furniture","predicate1","small",0.56,"size"
"326",0.8,19,"carrot","food","predicate1","new",0.8,"age"
"327",0.17,19,"carrot","food","predicate1","plastic",0.17,"material"
"328",0.92,19,"banana","food","predicate1","small",0.92,"size"
"329",0.1,19,"cheese","food","predicate1","long",0.1,"size"
"330",0.49,19,"carrot","food","predicate1","square",0.49,"shape"
"331",0.51,19,"couch","furniture","predicate1","fresh",0.51,"age"
"332",0.15,19,"TV","furniture","predicate1","red",0.15,"color"
"333",0.59,19,"fan","furniture","predicate1","plastic",0.59,"material"
"334",0.31,19,"couch","furniture","predicate1","fresh",0.31,"age"
"335",0.07,19,"desk","furniture","predicate1","plastic",0.07,"material"
"336",0.09,19,"TV","furniture","predicate1","metal",0.09,"material"
"337",0.5,19,"fan","furniture","predicate1","square",0.5,"shape"
"338",0.66,19,"cheese","food","predicate1","new",0.66,"age"
"339",0.98,20,"apple","food","predicate1","good",0.98,"quality"
"340",0.02,20,"tomato","food","predicate1","short",0.02,"size"
"341",0.95,20,"banana","food","predicate1","hard",0.95,"texture"
"342",0.02,20,"fan","furniture","predicate1","rotten",0.02,"age"
"343",0.02,20,"desk","furniture","predicate1","metal",0.02,"material"
"344",0.04,20,"couch","furniture","predicate1","blue",0.04,"color"
"345",0,20,"carrot","food","predicate1","new",0,"age"
"346",0,20,"desk","furniture","predicate1","purple",0,"color"
"347",0,20,"desk","furniture","predicate1","broken",0,"quality"
"348",0.97,20,"fan","furniture","predicate1","long",0.97,"size"
"349",0.02,20,"cheese","food","predicate1","metal",0.02,"material"
"350",0.04,20,"fan","furniture","predicate1","square",0.04,"shape"
"351",0.96,20,"TV","furniture","predicate1","small",0.96,"size"
"352",0.96,20,"couch","furniture","predicate1","green",0.96,"color"
"353",0.96,20,"fan","furniture","predicate1","long",0.96,"size"
"354",0.99,20,"couch","furniture","predicate1","tiny",0.99,"size"
"355",0,20,"desk","furniture","predicate1","broken",0,"quality"
"356",0.97,20,"apple","food","predicate1","big",0.97,"size"
"357",0.96,20,"cheese","food","predicate1","long",0.96,"size"
"358",0.01,20,"tomato","food","predicate1","wooden",0.01,"material"
"359",0.99,20,"apple","food","predicate1","tiny",0.99,"size"
"360",0.02,20,"couch","furniture","predicate1","square",0.02,"shape"
"361",0.04,20,"tomato","food","predicate1","green",0.04,"color"
"362",0.98,20,"chair","furniture","predicate1","rotten",0.98,"age"
"363",0.02,20,"desk","furniture","predicate1","metal",0.02,"material"
"364",0.95,20,"banana","food","predicate1","round",0.95,"shape"
"365",0,21,"chair","furniture","predicate1","green",0,"color"
"366",0.59,21,"TV","furniture","predicate1","rotten",0.59,"age"
"367",0.49,21,"banana","food","predicate1","fresh",0.49,"age"
"368",1,21,"desk","furniture","predicate1","old",1,"age"
"369",1,21,"apple","food","predicate1","metal",1,"material"
"370",1,21,"banana","food","predicate1","soft",1,"texture"
"371",1,21,"couch","furniture","predicate1","big",1,"size"
"372",1,21,"cheese","food","predicate1","smooth",1,"texture"
"373",1,21,"desk","furniture","predicate1","short",1,"size"
"374",1,21,"TV","furniture","predicate1","short",1,"size"
"375",1,21,"TV","furniture","predicate1","small",1,"size"
"376",1,21,"cheese","food","predicate1","round",1,"shape"
"377",1,21,"couch","furniture","predicate1","tiny",1,"size"
"378",1,21,"tomato","food","predicate1","rotten",1,"age"
"379",1,21,"chair","furniture","predicate1","broken",1,"quality"
"380",1,21,"couch","furniture","predicate1","old",1,"age"
"381",1,21,"chair","furniture","predicate1","tiny",1,"size"
"382",1,21,"desk","furniture","predicate1","hard",1,"texture"
"383",1,21,"TV","furniture","predicate1","short",1,"size"
"384",1,21,"fan","furniture","predicate1","big",1,"size"
"385",1,21,"cheese","food","predicate1","broken",1,"quality"
"386",0,21,"carrot","food","predicate1","square",0,"shape"
"387",1,21,"desk","furniture","predicate1","big",1,"size"
"388",1,21,"apple","food","predicate1","broken",1,"quality"
"389",1,21,"tomato","food","predicate1","new",1,"age"
"390",1,21,"TV","furniture","predicate1","wooden",1,"material"
"391",0.96,22,"carrot","food","predicate1","big",0.96,"size"
"392",0.94,22,"fan","furniture","predicate1","rotten",0.94,"age"
"393",0.94,22,"desk","furniture","predicate1","yellow",0.94,"color"
"394",0.01,22,"banana","food","predicate1","good",0.01,"quality"
"395",0.03,22,"banana","food","predicate1","metal",0.03,"material"
"396",0.02,22,"fan","furniture","predicate1","old",0.02,"age"
"397",0.97,22,"chair","furniture","predicate1","red",0.97,"color"
"398",0.96,22,"cheese","food","predicate1","big",0.96,"size"
"399",0.01,22,"chair","furniture","predicate1","red",0.01,"color"
"400",0.07,22,"banana","food","predicate1","plastic",0.07,"material"
"401",0.05,22,"TV","furniture","predicate1","tiny",0.05,"size"
"402",0.98,22,"carrot","food","predicate1","small",0.98,"size"
"403",0.02,22,"banana","food","predicate1","hard",0.02,"texture"
"404",0.87,22,"couch","furniture","predicate1","brown",0.87,"color"
"405",0.99,22,"apple","food","predicate1","tiny",0.99,"size"
"406",0.03,22,"banana","food","predicate1","wooden",0.03,"material"
"407",0.09,22,"apple","food","predicate1","tiny",0.09,"size"
"408",0.01,22,"desk","furniture","predicate1","hard",0.01,"texture"
"409",0.95,22,"fan","furniture","predicate1","old",0.95,"age"
"410",0.98,22,"chair","furniture","predicate1","big",0.98,"size"
"411",0.96,22,"TV","furniture","predicate1","new",0.96,"age"
"412",0.9,22,"tomato","food","predicate1","broken",0.9,"quality"
"413",0.96,22,"fan","furniture","predicate1","yellow",0.96,"color"
"414",0.03,22,"tomato","food","predicate1","small",0.03,"size"
"415",0.06,22,"banana","food","predicate1","short",0.06,"size"
"416",0.97,22,"banana","food","predicate1","yellow",0.97,"color"
"417",0.22,23,"desk","furniture","predicate1","round",0.22,"shape"
"418",0.8,23,"desk","furniture","predicate1","soft",0.8,"texture"
"419",0.16,23,"tomato","food","predicate1","blue",0.16,"color"
"420",0.83,23,"cheese","food","predicate1","rotten",0.83,"age"
"421",0.12,23,"chair","furniture","predicate1","yellow",0.12,"color"
"422",0.14,23,"cheese","food","predicate1","plastic",0.14,"material"
"423",0,23,"tomato","food","predicate1","wooden",0,"material"
"424",0.19,23,"apple","food","predicate1","wooden",0.19,"material"
"425",0.81,23,"desk","furniture","predicate1","short",0.81,"size"
"426",0,23,"apple","food","predicate1","brown",0,"color"
"427",0.08,23,"cheese","food","predicate1","purple",0.08,"color"
"428",0.89,23,"carrot","food","predicate1","good",0.89,"quality"
"429",0.77,23,"fan","furniture","predicate1","square",0.77,"shape"
"430",0.16,23,"TV","furniture","predicate1","blue",0.16,"color"
"431",0.81,23,"fan","furniture","predicate1","small",0.81,"size"
"432",0.19,23,"tomato","food","predicate1","yellow",0.19,"color"
"433",0.89,23,"cheese","food","predicate1","new",0.89,"age"
"434",0.89,23,"apple","food","predicate1","small",0.89,"size"
"435",0.92,23,"cheese","food","predicate1","good",0.92,"quality"
"436",0.92,23,"desk","furniture","predicate1","good",0.92,"quality"
"437",0.05,23,"carrot","food","predicate1","brown",0.05,"color"
"438",0.11,23,"chair","furniture","predicate1","big",0.11,"size"
"439",0.94,23,"tomato","food","predicate1","yellow",0.94,"color"
"440",0.91,23,"banana","food","predicate1","new",0.91,"age"
"441",0.11,23,"couch","furniture","predicate1","red",0.11,"color"
"442",0.07,23,"carrot","food","predicate1","round",0.07,"shape"
"443",0.2,24,"desk","furniture","predicate1","good",0.2,"quality"
"444",0.79,24,"cheese","food","predicate1","plastic",0.79,"material"
"445",0.82,24,"chair","furniture","predicate1","small",0.82,"size"
"446",0.11,24,"chair","furniture","predicate1","wooden",0.11,"material"
"447",0.89,24,"TV","furniture","predicate1","new",0.89,"age"
"448",0.11,24,"fan","furniture","predicate1","blue",0.11,"color"
"449",0.9,24,"fan","furniture","predicate1","fresh",0.9,"age"
"450",0.92,24,"cheese","food","predicate1","fresh",0.92,"age"
"451",0.8,24,"cheese","food","predicate1","smooth",0.8,"texture"
